expert.level,country,ASA.Class,Apfel.Score,NYHA.Score,ARISCAT.Score,rRCI,POSPOM,method.future.evaluation,who.obtains,online.legal,online.possible.internet,online.possible.telefon,lack of contact,impossible to observe behavior,no relation,no confidence,legal requirenments,unsure if illigal,no anamnestic info,Less stressful,Less waiting,Standardized questionaires,More efficient than face-to-face,Obtain.both.parents.complex,Obtain.both.parents.simple,parents.legal.online,id.card,id.card.needed
Other,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Yes,Always both parents,"Just the one, who is present",No,No,No
Consultant,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Special trained nurse,No,Yes,Yes,Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Yes,Yes,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Spain,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,Yes,Yes,Yes,Not selected,Not selected,Yes,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Belgium,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via patient´s self assessment,Special trained nurse,No,Different (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,No,Different (please commment)
Consultant,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Spain,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Not selected,Not selected,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",Different (please commment),Yes,Yes
Consultant,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Resident,I do not know,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Always both parents,"Just the one, who is present",Yes,No,No
Resident,Portugal,Yes,Yes,Not selected,Yes,Yes,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Croatia,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Other,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Czechia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Not selected,Yes,Yes,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Slovenia,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Germany,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Always both parents,"Just the one, who is present",No,Yes,Yes
Consultant,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Special trained nurse,No,No (please comment),No (please comment),Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Always both parents,"Just the one, who is present",No,No,Yes
Consultant,Germany,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Always both parents,"Just the one, who is present",Yes,No,Yes
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Croatia,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,Yes,No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",Yes,No,No
Consultant,Poland,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Always both parents,Always both parents,No,Yes,Yes
Anaesthesia technician,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,online via patient´s self assessment,Anaesthesia technician,No,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Spain,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,NA,Consultant,No,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,NA,NA,NA,NA,NA
Consultant,Romania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Not selected,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Other,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),No (please comment),Yes,Not selected,Yes,Yes,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Always both parents,Different (please comment),Different (please commment),No,No
Consultant,Slovenia,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Germany,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,Different (please comment),No (please comment),Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Yes,Yes,Yes,Always both parents,Always both parents,No,No,Yes
Resident,Sweden,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,other,I do not know,Different (please comment),Different (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,NA,NA,No,No,No
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Netherlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,Yes,Yes,Not selected,Not selected,Not selected,Not selected,online via patient´s self assessment,Consultant,No,Yes,No (please comment),Not selected,Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Spain,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,via telefone,Consultant,Yes,No (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Not selected,"Just the one, who is present","Just the one, who is present",Yes,No,No
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,Yes,No (please comment),Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Yes,Different (please comment),Different (please comment),Yes,No,No
Consultant,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Yes,Always both parents,"Just the one, who is present",Yes,No,No
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via videoconference,Consultant,I do not know,Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Yes,NA,NA,NA,NA,NA
Anaesthesia technician,Romania,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Anaesthesia technician,Yes,No (please comment),No (please comment),Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Romania,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Yes,Not selected,Yes,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Anaesthesia technician,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Netherlands,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Italy,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Other,Yes,Not selected,Yes,Not selected,Yes,Not selected,in person,Resident,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Portugal,Yes,Yes,Not selected,Yes,Yes,Not selected,online via videoconference,Consultant,No,No (please comment),No (please comment),Yes,Not selected,Yes,Not selected,Yes,Not selected,Not selected,Yes,Yes,Not selected,Yes,NA,NA,NA,NA,NA
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Yes,Not selected,Yes,Not selected,Yes,Yes,Yes,Yes,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Special trained nurse,No,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Not selected,NA,NA,NA,NA,NA
Consultant,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Poland,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Portugal,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,Yes,No (please comment),Not selected,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Belgium,Yes,Yes,Not selected,Not selected,Yes,Not selected,online via patient´s self assessment,Resident,I do not know,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,No,No
Resident,Germany,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Not selected,Yes,Not selected,Not selected,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,NA,NA,NA,NA,NA
Consultant,France,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,Yes,Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Yes,Always both parents,Always both parents,Different (please commment),No,Yes
Consultant,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Portugal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Belgium,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Belgium,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Special trained nurse,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
